# Site: https://kubernetes.recipes/
# Run Date: 2026-06-06T00:44:19.573Z
# Pages Crawled: 606
# Total Issues: 1915

issue_type,severity,category,url,evidence_summary,change_state,fix_recommendation,ownership
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/storage/persistent-volume-resize-troubleshooting,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/storage/pvc-storageclass-examples,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/storage/pvc-storageclass-examples,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/storage/rook-ceph-storage-kubernetes,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/storage/rook-ceph-storage-kubernetes,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/storage/s3-model-storage-permissions,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/storage/s3-model-storage-permissions,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/storage/stateful-applications,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/storage/stateful-applications,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/storage/statefulset-mysql,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/storage/statefulset-mysql,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/storage/velero-backup-disaster-recovery,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/storage/velero-backup-restore,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/storage/volume-snapshots,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/storage/volume-snapshots,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/api-server-timeout-troubleshooting,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/api-server-timeout-troubleshooting,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/check-bonding-and-interface-status,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/check-bonding-and-interface-status,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/configmap-too-large-error,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/configmap-too-large-error,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/coredns-troubleshooting,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/coredns-troubleshooting,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/crashloopbackoff-troubleshooting,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/crashloopbackoff-troubleshooting,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/crio-container-runtime-errors,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/crio-container-runtime-errors,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-crashloopbackoff,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-crashloopbackoff,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-dns-issues,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-dns-issues,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-imagepullbackoff,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-imagepullbackoff,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-mcp-degraded-nodes,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-mcp-degraded-nodes,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-nccl-timeouts-kubernetes,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-nccl-timeouts-kubernetes,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-node-issues,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-node-issues,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-oom-killed,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-oom-killed,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-pod-eviction-reasons,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-pod-eviction-reasons,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-pod-networking,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-pod-networking,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-scheduling-failures,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/debug-scheduling-failures,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/decode-docker-registry-secrets,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/decode-docker-registry-secrets,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/diagnose-nvidia-memory-only-modules,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/diagnose-nvidia-memory-only-modules,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/dns-resolution-failure-pods,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/dns-resolution-failure-pods,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/ephemeral-containers-debugging,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/ephemeral-containers-debugging,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/etcd-high-latency-troubleshooting,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/etcd-high-latency-troubleshooting,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/etcd-performance-troubleshooting,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/etcd-performance-troubleshooting,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/fio-libaio-seccomp-crun-openshift,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/fio-libaio-seccomp-crun-openshift,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/fix-certificate-expiration-cluster,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/fix-certificate-expiration-cluster,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/fix-nvidia-peermem-not-detected,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/fix-nvidia-peermem-not-detected,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/identify-mellanox-nic-models,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/identify-mellanox-nic-models,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/imagepullbackoff-troubleshooting,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/imagepullbackoff-troubleshooting,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/imagestream-import-errors,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/imagestream-import-errors,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/itms-ingress-controller-race-condition,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/itms-ingress-controller-race-condition,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/job-failure-troubleshooting,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/job-failure-troubleshooting,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kind-local-kubernetes,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kind-local-kubernetes,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubectl-debugging-commands,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubectl-debugging-commands,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubectl-plugins-extensions,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubectl-plugins-extensions,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubelet-not-ready-troubleshooting,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubelet-not-ready-troubleshooting,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubernetes-debugging-toolkit,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubernetes-debugging-toolkit,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubernetes-exec-into-pod,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubernetes-exec-into-pod,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubernetes-imagepullbackoff-fix,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubernetes-imagepullbackoff-fix,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubernetes-network-troubleshooting,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubernetes-network-troubleshooting,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubernetes-oomkilled-fix,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubernetes-oomkilled-fix,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubernetes-pod-eviction,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/kubernetes-pod-eviction,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/mcp-blocked-stale-update,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/mcp-blocked-stale-update,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/troubleshooting/mcp-drain-pdb-workaround,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
